Category,Unique Value,Keep
Additional_Information,HemO TM Infected Replicate 1,
Condition,HemO Infected,
Additional_Information,HemO Infected Replicate 1,
Sample_Stabilisation,10 % Gelatine + 5 % CMC,
Additional_Information,"Cryo section of a young Rauwolfia tetraphylla leaf.
Sample stabilization was done with a mix of gelatine and CMC, which was solid at room temperature. Thus, it was applied luke warm to the sample and thn frozen.",
Additional_Information,"

",
Organism_Part,n/a,
Condition,n/a,
Sample_Growth_Conditions,n/a,
Additional_Information,"m/z 75-750, positive mode, whole slide 
for some obscure reason, stage decided to do double offset in y (I certainly set it correctly). Image area was meant to be 50x25mm.",
Additional_Information,"m/z 75-750, negative mode, whole slide ",
Additional_Information,"Sample Description: xenograft, same tumour type as xenograft_1_90um
Expected Molecules: small metabolites",
Additional_Information,"Sample Description: xenograft, same tumour type as xenograft_1_90um and Xenograft_2_125um
Expected Molecules: small metabolites",
Additional_Information,"Sample Description: xenograft, same tumour type as CT-26 S20 and testrow002 (can you rename to xenograft CT26 S1?)
Expected Molecules: small metabolites",
Additional_Information,CRC_Tumor,
Additional_Information,"Sample Description: CT26 tumours, Slide 20
(set of different tumour levels)
Expected Molecules: small metabolites",
Additional_Information,"Sample Description: rat testis
same animal as submitted during alpha testing
Expected Molecules: small metabolites",
Additional_Information,"Sample Description: xenograft
Expected Molecules: small metabolites",
Additional_Information,"Sample Description: CT26 tumours, Slide 1
(set of different tumour levels)
Expected Molecules: small metabolites",
Condition,"Cancer, xenograft dosed",
Additional_Information,"Image_reconstruction_with_ScilsLab_2016a_from_2_separate_MSI_acquisitions_(anterior_and_posterior_parts_of_the_rat)_on_a_Bruker_SolariX_FTICR
Sample Description: Whole-body_male_Wistar_rat_section
Sample Preparation: cryosectionning_on_LEICA_3600_XP,_thickness_20_µm,_collected_on_conductive_carbon_tape,_spray_coated_with_DHB_with_Suncollect",
Tissue_Modification,Derivatization FMPTs,
Additional_Information,"Pseudomonas RW10S2 vs 722

MALDI5, 45 micron pixel size, 256x928 pixels, 3D mode on

200-1400 m/z",
Organism_Part,Epididymis,
Additional_Information,200124_q10_q4_3,
Additional_Information,200123_t3_t2_3,
Additional_Information,low resolution lung scan,
Additional_Information,high resolution lung scan,
Organism,Staph aureus,
Organism_Part,culture,
Condition,monoculture,
Organism,Pseudomonas aeruginosa,
Organism_Part,Culture,
Condition,PAO1 ,
Additional_Information,200123_t5_t2_5,
Additional_Information,200124_q9_q4_2,
Sample_Stabilisation,Tape,
Organism,Cyano+moss,
Additional_Information,D:\Alexandrov_Team\Projects\5_Pputida_vs_Psavastanoi_IMS\2018-09-03_IMS_P._putida_RW10S2_vs_P._savastanoi_722_#7,
Condition,Drug treated Cancer and Cancer control ,
Additional_Information,Hpv0509,
Organism,Pseudomonas putida RW10S2 | Pseudomonas savastanoi 722,
Sample_Growth_Conditions,Unknown,
Additional_Information,"17-365-005

",
Organism_Part,Roots,
Condition,Stressed,
Sample_Growth_Conditions,"In vitro, on glass",
Organism,Lumbricus rubellus,
Organism_Part,whole organism,
Organism,"S. coelicolor, S. griseus, S. lividans, S. roseolilacinus, P. putida, P. savastanoi, B. subtilis, R. erythropolis, R. opacus, S. mobraensis",
Additional_Information,"S. griseus     //  B. subtilis
P. savastanoi  //  S. coelicolor
S. lividans    //  R. erythropolis
R. opacus      //  S. roseolilacinus
S. mobraensis  //  P. putida",
Additional_Information,"18-312-2

",
Additional_Information,"18-31-2

",
Organism,"S. coelicolor, S. griseus, S. lividans, S. roseolilacinus, P. putida, P. savastanoi, B. subtilis",
Additional_Information,"S. coelicolor, S. griseus, S. lividans, S. roseolilacinus, P. putida, P. savastanoi, B. subtilis",
Organism,Streptomyces coelicolor,
Analyzer,Synapt XS,
Additional_Information,"Test run, two whole embryos in ROI. Mounted on double-adherent tape.",
Additional_Information,D012-LUL_19A2. Embedded in CMC,
Organism,S Pombe,
Organism_Part,Whole Cells,
MALDI_Matrix_Application,Manual,
Organism,Streptomyces lividans,
Additional_Information,"P. putida RW10S2
P. savastanoi 722",
Additional_Information,trail treated ,
Organism,"Pseudomonas, bacillus, actinos",
Additional_Information,"P. putida RW10S2
P. savastanoi 722
S. lividans
S. griseus
S. roseolilacinus
R. erythropolis
R. opacus
S. coelicolor
s. mobaraensis",
Sample_Stabilisation,CMC (2 %),
Additional_Information,Cryo section of a young Rauwolfia tetraphylla leaf.,
Additional_Information,Cetuximab treated ,
Additional_Information,"10um sections, 40um apart. Control.",
Additional_Information,LCM and H2O,
Organism,Pseudomonas and actinomycetes,
Additional_Information,2019-11-16_DDN_50_328x666_Pseudomonas_Actino_#1,
Organism_Part,Wddm,
MALDI_Matrix,"1,8-bis(dimethylamino)naphthalene (DMAN)",
Organism,Lipid standards,
Organism,Pseudomonas putida,
Additional_Information,"Sample Description: Bacterial interaction of P. putida and P. savastanoi.
Sample Preparation: Samples were grown on TSB agar at 30C, excised and placed on a glass slide, and coated with universal matrix (Sigma) using a TM Sprayer spraying robot.",
Condition,28 days,
Organism,Bacteria,
MALDI_Matrix_Application,Airbrush,
Organism_Part,Artetry,
Condition,treated with plant extract,
Sample_Stabilisation,Pressed on Teflon,
Condition,nude mouse,
Organism,Hordeum vulgare,
Organism,Rat Wistar - Male,
Organism,Pseudomonas savastanoi,
Additional_Information,Pseudomonas savastanoi 722,
Sample_Growth_Conditions,Spotted standards,
Additional_Information,"Membrane was spotted (See dataset 2019-09-19_DDN_DHB_TLC_spotter_test_#2_normal_membrane).  Membrane was then cleaned in water and isopropanol.  MALDI was performed to determine if lefterover lipid standards still remain.  

From previous spotting -- Supplementary: From bottom going upwards Row 1: class: sterol // molecule: cholesterol Row 2: class: sphingolipid // molecule: sphingosine Row 3: class: acylglycerol // molecule: diglyceride Row 4: class: free fatty acid // molecule: heneicosanoic acid Row 5: empty Row 6: empty Rows 7-12: repeat of rows 1-6",
Additional_Information,D:\Alexandrov_Team\Projects\5_Pputida_vs_Psavastanoi_IMS\2018-07-23_DDN_Pputida_vs_Psavastanoi_Pos_250x500_100x100_Univ001,
Additional_Information,D:\Alexandrov_Team\Projects\5_Pputida_vs_Psavastanoi_IMS\2018-07-04_DDN_Pputida_vs_Psavastanoi_Pos_250x500_100x100_Univ001,
Additional_Information,D:\Alexandrov_Team\Projects\5_Pputida_vs_Psavastanoi_IMS\2018-08-15_DDN_Pputida_vs_Psavastanoi_Pos_250x500_100x100_Univ001,
Additional_Information,D:\Alexandrov_Team\Projects\5_Pputida_vs_Psavastanoi_IMS\2018-08-22_IMS_P._putida_RW10S2_vs_P._savastanoi_722_#6,
Additional_Information,D:\Alexandrov_Team\Projects\5_Pputida_vs_Psavastanoi_IMS\2018-09-10_IMS_P._putida_RW10S2_vs_P._savastanoi_722_#9_okay,
Additional_Information,D:\Alexandrov_Team\Projects\5_Pputida_vs_Psavastanoi_IMS\2017-03-21_DDN_Pputida-vs-Psavastanoi_Pos_100x210_200x200_Univ001,
Additional_Information,D:\Alexandrov_Team\Projects\5_Pputida_vs_Psavastanoi_IMS\2017-04-18_DDN_Pputida_vs_Psavastanoi_Phenotype_1_Pos_200x500_100x100_Univ001,
Additional_Information,D:\Alexandrov_Team\Projects\5_Pputida_vs_Psavastanoi_IMS\2019-02-08_DDN_RW10S2_722_#13,
Additional_Information,D:\Alexandrov_Team\Projects\5_Pputida_vs_Psavastanoi_IMS\2019-02-21_DDN_RW10S2_722_#14,
MALDI_Matrix_Application,Giessen Sprayer,
Additional_Information,D:\Alexandrov_Team\Projects\15_Giessen_visit,
Additional_Information,"Row 1: Class: Sterol // Molecule: Cholesterol
Row 2: Class: Sphingolipid // Molecule: Sphingosine
Row 3: Class: Acylglycerol // Molecule: Diglyceride 
Row 4: Class: Free fatty acid // Molecule: Heneicosanoic acid
Row 5: Empty
Row 6: Empty
Rows 7-12: repeat of rows 1-6",
Additional_Information,AP-SMALDI10,
Sample_Stabilisation,Dehydrated,
Additional_Information,"5.0 pixel/s; QExactive HF; AP-SMALDI10
Sample Preparation: AP-SMALDI5 AF ",
MALDI_Matrix_Application,Spraying,
Additional_Information,"
 Auto recal {'polarity': 'Positive', 'organ': 'Brain', 'source': 'MALDI', 'database': 'HMDB-v2.5'}
Publication DOI: http://pubs.rsc.org/en/content/articlelanding/2017/cc/c7cc02325a#!divAbstract",
Additional_Information,not embedded in CMC,
Sample_Stabilisation,Pressed on slide,
Organism_Part,Extract,
Organism,Corn,
Condition,B73,
Tissue_Modification,AFL,
Additional_Information,A methanolic extract,
Additional_Information,"pilot sample 18-142-2

",
Sample_Growth_Conditions,1 day old,
Additional_Information,"Sample Description: 1 day old mouse pup
Sample Preparation: 25 micron thick sagittal section analyzed at 150 micron spatial resolution ",
Additional_Information,"100 X 100 um spatial resolution 
Sample Description: Mouse brain dosed with erlotinib
Sample Preparation: 10 um thick section 
Expected Molecules: erlotinib|doxorubicin|duanorubicin",
Organism,Bacterial Isolate,
Sample_Stabilisation,Embedded in CMC,
Additional_Information,Slides have been desalted after drying by dipping in cold MQ Water.,
Organism,Bathymodiolus heckerae,
Condition,wounded_middle,
Condition,wounded,
Additional_Information,18-142-2,
Organism,Mytilus edulis,
Organism_Part,Muscle,
Condition,Wildtype - Injured,
Sample_Growth_Conditions,Caught,
Organism,Berry,
MALDI_Matrix,THAP,
Organism_Part,Berry,
Condition,biopsy_18-142-2,
Additional_Information,"18-142-2
testing optimal RSM conditions: 0.010ml/min, 1300mm/min, T=80C, 23 cycles, 46% MeOH. ",
Additional_Information,KPMP,
Organism,Methyloprofundus sedimenti WF1 and Vibrio fischeri,
Organism_Part,Cell Pellet,
Sample_Growth_Conditions,Methane / Methanol,
Additional_Information,"Top row: WF1 Methane, WF1 MeOH, Chitobiose standard
Middle row: WF1 Methane, WF1 MeOH, Chitobiose standard
Bottom row: Vibrio fischeri ",
Organism_Part,Foot,
Organism,Fenugreek,
Sample_Stabilisation,CMC on-board,
Additional_Information,UTHSA,
Organism,Paper,
Sample_Growth_Conditions,treated,
Additional_Information,Without CMC embedding,
Additional_Information,pilot sample 18-162-2,
Additional_Information,pilot sample 18-142-2,
Condition,control and infected,
Additional_Information,II biological replicate_IImeasurement,
Organism,Shipworm,
Organism,Clematis vitalba,
Organism,Corylus avellana,
Organism,Theobroma cacao,
Sample_Growth_Conditions,fermentation,
Additional_Information,Various metabolites dissolved in H2O. 1 ul of different concentrations spotted.,
MALDI_Matrix,"1,5-diaminonaphthalene (DAN) | DHB",
Additional_Information,"18-162-2
testing temeperature influence: 80C
",
Additional_Information,"18-162-2
testing temeperature influence: 30C
",
Additional_Information,KPMP ,
Additional_Information,II biological replicate,
Organism,Wheat,
Condition,Stroke (top) and Healthy (bottom),
Sample_Stabilisation,Flash-frozen,
Additional_Information,"1 laser shot (1.3 mJ per pulse)
1.5 uL/min flow rat
0.2% formic acid as solvent
spot-to-spot spacing is 150 um for x and y ",
Sample_Stabilisation,PVDF membrane,
Sample_Growth_Conditions,treated with ebastine for 21 days,
Additional_Information,"Polarity 		Negative
Lock mass		609.14603
Ressolution 		Ultrahigh
Microscans 		1
Injec time 		250ms
AGC target 		High dynamic range 
Pixel size		0.15mm

Spray Volatge 		5kV
Capillary temp		250C
Capillary voltage	-45V
Tube lens voltage	-185V
Skimmer voltage 	-46

Distance of sprayer to sample 			1.5mm	
Distance of sprayer to MS inlet capillary	13mm
Angel of sprayer 				95 deg

Solvent flow 		5 microL\min
Solvent MeOH\H2O+Rutin 	90\10+100ng\mL",
Condition,Stroke,
Additional_Information,"1 laser shot (1.3 mJ per pulse)
1.5 uL/min flow rat
0.2% formic acid as solvent
spot-to-spot spacing is 150 um fro x and y ",
Condition,Cancer control ,
Additional_Information,KPMP biopsy,
Additional_Information,KPMP pilot sample (UTHSCSA),
Additional_Information,KPMP(UTHSA Internal mice Kidney),
Additional_Information,KPMP (UTHSA Internal mice Kidney),
Additional_Information,18-142,
Additional_Information,"MeOH H2O 90 10 1.5 microL min 250ms ultrahigh 12mm 2mm
",
Organism,Paracatenula,
Additional_Information,"Paracatenula 1 min in MeOH, embedded in CMC",
Additional_Information,KPMP_17-635-002 (UTHSA Internal Human Kidney Biopsy),
Sample_Growth_Conditions,Acetamiprid 10ng/HB,
MALDI_Matrix,DIOS,
Additional_Information,"Tissue was cut to the mid-saggital plane, where 8um thick tissue sections were collected using a modified Kawamoto's film method (2003). Frozen sections were mounted onto n-type electrohcemically etched and silanized porous silicon wafers. Tissue was imaged directly post dessication, using a manually adjusted laser power to directly ablate through the 8um thick tissue. Spectra were acquired at a spatial resolution of 50um. ",
Additional_Information,Mimetic Tissue,
Organism,Dog,
Additional_Information,"MeOH H2O 90 10 1.5 microL min 50ms High 12mm 2mm
Row 01-16: 1kV
Row 17-31: 2kV
Row 32-46: 3kV
Row 47-61: 4kV
Row 62-76: 5kV",
Additional_Information,Kan man se det her,
Additional_Information,MeOH H2O 90 10 1.5 microL min 250ms UltraHigh 12mm 2mm,
Additional_Information,MeOH/H2O 90/10 2.5µL/min 12mm & 2mm,
Additional_Information, MeOH H2O 90 10 1.5 microL min 50ms High 12mm 2mm,
Additional_Information,MeOH H2O 90 10 1.5 microL min 100ms UltraHigh 12mm 2mm,
Condition,Cancer treated with ebastine 21 days,
Additional_Information,MeOH H2O 90 10 1.5 microL min 250ms UltraHigh 12mm 2mm ,
Additional_Information,MeOH H2O 90 10 1.5 microL min 250ms UltraHigh ??mm 2mm,
Organism,Macropus giganteus (kangaroo),
Additional_Information,"20190325_VS_ABC_direction_test_px100x100_xy_25x30_mz_200-600_pos
test",
Organism,Porcine,
MALDI_Matrix_Application,Spotting,
Additional_Information,"20190321_VS_metabolite_std_test_1_DHB_px150x150_xy100x120_mz50x300_pos
Testing metabolite detection by DHB in pos mode
Expt1

Acetylcholine,  L-Ornithine,  L-Glutamate;
Amino Acid Mix (undiluted),  L-Aspartate,  L-Alanine;
Amino Acid Mix (1:10 dilution), L-Arginine, D-Glucose-6-Phosphate;
-,  Uridine,  Isocitric Acid

AA mix: https://www.sigmaaldrich.com/content/dam/sigma-aldrich/docs/Sigma-Aldrich/Datasheet/1/a9906dat.pdf",
Organism,Anopheles stephensii ,
Condition,"infected, Plasmodium berghei ",
Sample_Stabilisation,SCEM,
MALDI_Matrix,"1,8-Bis-(l-pyrrolidinyl)naphthalene",
Condition,18142,
Sample_Growth_Conditions,biopsy,
Additional_Information,18-142-2 pilot sample,
Condition,18162,
Additional_Information,18-162-2 pilot sample,
Additional_Information,KPMP 17-1606,
Organism,dipartite (Bacterium and algae),
Additional_Information,18-162-2.,
Condition,environmental,
Organism,Olavius algarvensis,
Organism_Part,Cross section,
Additional_Information,KPMP 18-142,
Additional_Information,internal_Yale sample,
Organism_Part,tongue,
Condition,test,
Sample_Growth_Conditions,Farmed,
Additional_Information,Foot tissue of blue mussel 10 µm cryosection. Weight of animal 16.35 g. ,
Sample_Growth_Conditions,With inoculated fungi,
Additional_Information,Muscle tissue of blue mussel 10 µm cryosection. Weight of animal 16.35 g. ,
Additional_Information,Gill tissue of blue mussel 10 µm cryosection. Weight of animal 16.35 g. ,
Organism_Part,Mantle,
Additional_Information,Mantle tissue of blue mussel 10 µm cryosection. Weight of animal 16.35 g. ,
Organism,Pinus teada,
Organism,Crassostrea gigas  ,
Additional_Information,Muscle tissue of oyster 10 µm cryosection. Weight of animal 127.06 g. ,
Additional_Information,Gill tissue of oyster 10 µm cryosection. Weight of animal 127.06 g. ,
Additional_Information,Mantle tissue of oyster 10 µm cryosection. Weight of animal 127.06 g. ,
Organism,Pinus sp,
Additional_Information,"This is sample from Yale

",
Sample_Growth_Conditions,microfluidic channel,
Organism,Black bream,
Additional_Information,Modified Kawamoto Tape Transfer method,
Organism_Part,Soft tissue with endometriosis,
Condition,Endometriosis,
Organism_Part,Ovary with endometriosis,
Organism_Part,Fallopian tube with endometriosis,
Additional_Information,"18-142-2 for RSM
T=55C
Fr=0.105 ml/min
SV=950 mm/min
15 cycles

",
Additional_Information,"18-142-2 for RSM
T=55C
Fr=0.105 ml/min
SV=600 mm/min
15 cycles

",
Additional_Information,"18-142-2 for RSM
T=55C
Fr=0.105 ml/min
SV=1300 mm/min
15 cycles

",
Additional_Information,"18-142-2 for RSM
T=55C
Fr=0.01 ml/min
SV=950 mm/min
15 cycles

",
Additional_Information,"18-142-2 for RSM
T=55C
Fr=0.2 ml/min
SV=950 mm/min
15 cycles

",
Additional_Information,"18-142-2 for RSM
T=30C
Fr=0.105 ml/min
SV=950 mm/min
15 cycles

",
Additional_Information,"18-142-2 for RSM
T=80C
Fr=0.105 ml/min
SV=950 mm/min
15 cycles

",
Additional_Information,"18-142-2 for RSM
T=42.5C
Fr=0.152 ml/min
SV=775 mm/min
8 cycles

",
Additional_Information,"18-142-2 for RSM
T=42.5C
Fr=0.152 ml/min
SV=1125 mm/min
22 cycles

",
Additional_Information,"18-142-2 for RSM
T=42.5C
Fr=0.057 ml/min
SV=775 mm/min
22 cycles

",
Additional_Information,"18-142-2 for RSM
T=42.5C
Fr=0.057 ml/min
SV=1125 mm/min
8 cycles

",
Additional_Information,"18-142-2 for RSM
T=55 C
Fr=0.105 ml/min
SV=950 mm/min
15 cycles

",
Organism,Salix alba,
Condition,polluted,
Sample_Growth_Conditions,polluted,
Additional_Information,"18-142-2 for RSM
T=55 C
Fr=0.105 ml/min
SV=950 mm/min
1 cycles

",
Additional_Information,"18-142-2 for RSM
T=55 C
Fr=0.105 ml/min
SV=950 mm/min
29 cycles

",
Additional_Information,"18-142-2 for RSM
T=67.5C
Fr=0.057ml/min
SV=775 mm/min
8 cycles

",
Additional_Information,"18-142-2 for RSM
T=67.5C
Fr=0.057ml/min
SV=1125 mm/min
22 cycles

",
Additional_Information,"18-142-2 for RSM
T=67.5C
Fr=0.152ml/min
SV=1125 mm/min
8 cycles

",
Additional_Information,"18-142-2 for RSM
T=42.5C
Fr=0.057ml/min
SV=775 mm/min
8 cycles

",
Additional_Information,"18-142-2 for RSM
T=42.5C
Fr=0.057ml/min
SV=1125 mm/min
22 cycles

",
Additional_Information,"18-142-2 for RSM
T=42.5C
Fr=0.152ml/min
SV=775 mm/min
22 cycles

",
Additional_Information,"18-142-2 for RSM
T=42.5C
Fr=0.152ml/min
SV=1125 mm/min
8 cycles

",
Additional_Information,"18-142-2 for RSM
T=67.5C
Fr=0.057ml/min
SV=775 mm/min
22 cycles

",
Additional_Information,"18-142-2 for RSM
T=67.5C
Fr=0.057ml/min
SV=1125 mm/min
8 cycles

",
Additional_Information,"18-142-2 for RSM
T=67.5C
Fr=0.152ml/min
SV=775 mm/min
8 cycles

",
Additional_Information,"18-142-2 for RSM
T=67.5C
Fr=0.152ml/min
SV=1125 mm/min
22 cycles

",
Additional_Information,100um spatial resolution,
Sample_Growth_Conditions,In soil,
Organism,Soil microorganisms,
Sample_Growth_Conditions,soilbox,
Organism_Part,Carotid,
Condition,Control_Day14_03,
Condition,Control_Day14_02,
Condition,Control_Day14_01,
Condition,Control_Day07_03,
Condition,Control_Day07_02,
Condition,Control_Day07_01,
Condition,Control_Day03_03,
Condition,Control_Day03_02,
Condition,Control_Day03_01,
Condition,Injured_Day14_03,
Condition,Injured_Day14_02,
Condition,Injured_Day14_01,
Condition,Injured_Day07_03,
Condition,Injured_Day07_02,
Condition,Injured_Day07_01,
Condition,Injured_Day03_03,
Condition,Injured_Day03_02,
Condition,Injured_Day03_01,
Organism,aspen wood,
Organism_Part,wafer,
Additional_Information,KPMP 18-312,
Additional_Information,KPMP 18-162,
Additional_Information,"pilot sample 18-342-2

",
Additional_Information,"pilot sample 18-312-2

",
Additional_Information,"pilot sample 18-142-2
CASI
",
Additional_Information,"pilot sample 18-342-2
",
Additional_Information,"pilot sample 18-312-2
",
Additional_Information,"pilot sample 18-162-2
CASI mode",
Additional_Information,"pilot sample 18-142-2
CASI mode",
Additional_Information,"pilot sample 18-142-2
CASI was used here",
Additional_Information,"pilot sample 18-162-2
CASI was used here",
Sample_Growth_Conditions,Ambient,
Additional_Information,WashingtonU Sample K572,
Condition,none,
Additional_Information,WashingtonU Sample K512,
Additional_Information,WashingtonU Sample K315,
Organism,Euprymna sp.,
Organism,pig (KVL),
Additional_Information,No external calibration,
Additional_Information,Raw data was externally calibrated,
Additional_Information,No external calibration done to the raw data,
Additional_Information,"pilot sample:18-162-2
sample was no thaw mounted on ITO slide.",
Organism,Candida albicans | Pseudomonas aeruginosa,
Organism,LYD pig,
Condition,scraped from fungus,
Additional_Information,200um spatial_resolution,
Sample_Stabilisation,fresh-frozen,
Additional_Information,"50um spatial_resolution
Sample Description: 18-162-2",
Additional_Information,"75um spatial_resolution
Sample Description: 18-162-2",
Organism,Undisclosed,
Condition,Wildtipe,
Sample_Stabilisation,Isopentane,
Sample_Stabilisation,N2,
Sample_Stabilisation,LiquidN2,
Organism_Part,Blood vessel,
Additional_Information,AP-SMALDI 10,
Additional_Information,QExactive HF,
Condition,Lean/treated,
Sample_Stabilisation,Native,
Tissue_Modification,Native,
MALDI_Matrix_Application,spraying with 100% Ethanol,
Additional_Information,"Sample Preparation: , AP-SMALDI10",
Organism,Sus scrofa (mini pig),
Sample_Growth_Conditions,See study plan,
Additional_Information,"QExactive HF; AP-SMALDI10
Sample Preparation: AP-SMALDI10",
Condition,Obese,
MALDI_Matrix_Application,spraying with 100% ACN,
Additional_Information,"Sample Description: Q-E Plus
Sample Preparation: AP-SMALDI10",
Organism,Pseudonocardia bacteria,
Additional_Information,Sample Preparation: LTQ Orbitrap,
Condition,In vitro,
MALDI_Matrix_Application,-,
Sample_Growth_Conditions,Test rhodamine,
Organism_Part,Retina,
Condition,biopsy_18-139-2,
Additional_Information,"75um spatial_resolution
Sample Description: 18-139-2",
Additional_Information,"50um spatial_resolution
Sample Description: 18-139-2",
Organism_Part,Necrosis,
Organism_Part,Abdomen,
Additional_Information,Sample Description: Testing iMZML conversion of NanoDESI data ,
Additional_Information,"Spatial Resolution 50 um
Sample Description: KPMP Kidney Pilot Study",
Condition,scarped,
Additional_Information,"50 um spatial resolution
Sample Description: 18-162-2",
Additional_Information,"75 um spatial resolution
Sample Description: 18-162-2",
Organism,pig,
Additional_Information,"35 um spatial resolution
Sample Description: 18-162-2",
Organism_Part,Amoeba,
Tissue_Modification,Homogenization,
Sample_Stabilisation,NC membrane,
Condition,18-162-2,
Additional_Information,"50um spatial resolution
Sample Description: biopsy 18-162-2",
Additional_Information,"Spatial Resolution 30 um
Sample Description: KPMP Kidney Pilot Study",
Additional_Information,"Spatial Resolution 20 um
Sample Description: KPMP Kidney Pilot Study",
Additional_Information,Sample Description: KPMP Kidney Pilot Study,
Condition,17-1606-2,
Additional_Information,"25um spatial resolution
Sample Description: 17-1606-2",
Additional_Information,"75um
Sample Description: 17-1606-2",
Condition,18-139-2,
Additional_Information,"50um spatial resolution
Sample Description: biopsy 18-139-2",
Condition,18-142-2,
Additional_Information,"50um spatial resolution
Sample Description: biopsy 18-142-2",
Organism,Pinus,
Additional_Information,Alan Race generated imzml files,
Sample_Growth_Conditions,No phosphorus,
Additional_Information,Sample Description: 18-139-2,
Sample_Growth_Conditions,"in vitro, on glass",
Organism,bacteria,
MALDI_Matrix,norhramne,
Additional_Information,"Sample Description: 50uM treated spheroid group,PI stained",
Additional_Information,Sample Description: KPMP Kidney,
Additional_Information,Sample Description: 50uM treated spheroid group,
Additional_Information,Sample Description: 100uM treated spheroid group,
Additional_Information,Sample Description: untreated spheroid group,
Tissue_Modification,Glutaraldehyde,
Organism,Setaria,
Organism,Ciliate,
Sample_Stabilisation,Methanol,
MALDI_Matrix_Application,TmSprayer,
Condition,TCEA positive,
Tissue_Modification,"Substrate covered, Protease Inhibitor Mixture covered",
Additional_Information,"Sample Description: mouse stomach, developing stomach cancer
Sample Preparation: Samples were prepared for endogenous activity analysis by applying tracer peptide and incubate at 37°C, 95% humidity for 30 min. This sample was additionally covered with protease inhibitor mixture
Expected Molecules: Substance p",
Tissue_Modification,Substrate covered,
Additional_Information,"Sample Description: mouse stomach, developing stomach cancer
Sample Preparation: Samples were prepared for endogenous activity analysis by applying tracer peptide and incubate at 37°C, 95% humidity for 30 min. This sample was not covered with an inhibitor
Expected Molecules: Substance p",
Tissue_Modification,"Substrate covered, Protease Inhibitor Mix covered",
Additional_Information,"Sample Description: wild-type mouse stomach
Sample Preparation: Samples were prepared for endogenous activity analysis by applying tracer peptide and incubate at 37°C, 95% humidity for 30 min. This sample was additionally covered with an protease inhibitor mixture
Expected Molecules: Substance p",
Additional_Information,"Sample Description: wild-type mouse stomach
Sample Preparation: Samples were prepared for endogenous activity analysis by applying tracer peptide and incubate at 37°C, 95% humidity for 30 min. This sample was not covered with an inhibitor
Expected Molecules: Substance p",
Organism_Part,Dorsal root ganglion,
Organism,Schistosoma mansoni,
Sample_Growth_Conditions,Bisexual infection,
Additional_Information,Sample Preparation: Surface measurement,
Additional_Information,Sample Preparation: Homogenate,
MALDI_Matrix,,
MALDI_Matrix_Application,,
Additional_Information,Sample Description: KPMP CMC Protocol,
Organism,Intestinal lipids,
Organism,"Tripartite:bacteria, fungus, plant",
Sample_Growth_Conditions,different N2 concentration,
Sample_Growth_Conditions,nitrogen10mL,
Sample_Growth_Conditions,nitrogen5mL,
Organism,Canis familiaris,
Organism,Human (2),
Organism_Part,tissue homogenate,
Organism_Part,Whole_Organism,
Organism,A. mollis,
Organism,Alaskan Plant,
Additional_Information,Sample Description: Root tissue. Nuemann User proposal ,
Additional_Information,Sample Description: KPMP FFPE,
Organism,Microbial,
Tissue_Modification,Nonea,
MALDI_Matrix_Application,HDA,
Additional_Information,Publication DOI: N/A,
Tissue_Modification,Freeze dried,
Additional_Information,Sample Description: Just a test,
MALDI_Matrix,trans-2-[3-(4-tert-Butylphenyl)-2-methyl-2-propenylidene] malononitrile (DCTB),
Organism,Asclepias curassavica,
Organism,Hela,
Sample_Growth_Conditions,Cell monolayer,
MALDI_Matrix,"1,5-diaminonaphthalene (DAN), DHB",
Additional_Information,"Sample Description: Testing automatic acquisition with an offset
Four combinations of matrix-solvent compared on same cells
Sample Preparation: multiple matrices: DHB, DAN
multiple solvents: 70% ACN, 70% MeOH",
Additional_Information,"AP-SMALDI5 AF
Sample Preparation: Tissue section (micro embedding)",
Organism_Part,Cervix | Muscle,
Condition,Coculture Human HELA with Mouse NIH3T3,
Condition,Mouse NIH3T3,
Condition,Human HeLa,
Organism,Greek plant,
MALDI_Matrix,DHP,
Organism,Test,
Additional_Information,"test
Sample Description: testing multiwell acquisition, with an offset
Sample Preparation: multiple matrices: DHB, DAN, 9AA, NEDC,
contaminated throughout with proton sponge, I think
Expected Molecules: test",
Organism,Cyano+moss+fungus,
Sample_Stabilisation,Dried,
Additional_Information,"created multi image in SCiLS. 
Sample Description: Cyano + Moss + Fungus under three different nitrogen media conditions Day 7",
Additional_Information,"test
Sample Description: test of imaging artifact
Sample Preparation: test
Expected Molecules: test",
Additional_Information,"created multi image in METASPACE. resubmitted
Sample Description: Cyano + Moss under three different nitrogen media conditions Day 7",
Additional_Information,"test

Sample Description: testing multiwell acquisition, with an offset

Sample Preparation: multiple matrices: DHB, DAN, 9AA, NEDC,

contaminated throughout with proton sponge, I think
Expected Molecules: test
",
Additional_Information,"test
Sample Description: testing multiwell acquisition
Sample Preparation: multiple matrices: DHB, DAN, 9AA, NEDC,
contaminated throughout with proton sponge, I think
Expected Molecules: test",
Organism_Part,External tissues,
Condition,Waste water,
Sample_Growth_Conditions,Soil,
Organism_Part,Vascular tissues,
Additional_Information,Sample Description: Cyano + Moss under three different nitrogen media conditions Day 7,
Sample_Growth_Conditions,Soilbox,
Additional_Information,Sample Description: FUCCI : mAG-Geminin(1-110)  and mKO2-Cdt1(30-120),
MALDI_Matrix_Application,Spotted,
Condition,Died,
MALDI_Matrix_Application,sprayed,
