Category,Unique Value,Keep
Additional_Information,"0.2 mg/mlPNGaseF, 15 cycles, 2h of incubation
",
MALDI_Matrix_Application,TransMIT Sprayer,
Additional_Information,"PBS, 25 um res, 800 shots, 400mz",
Additional_Information,"PBS, 25 um res, 800 shots, 500mz",
Additional_Information,"PBS, 25 um res, 800 shots, small molecule",
Additional_Information,"SA, 25 um res, 800 shots, small molecule",
Additional_Information,"SA, 25 um res, 800 shots, 500mz",
Additional_Information,"SA, 25 um res, 800 shots, 400mz",
Additional_Information,A Polysine slide was used for this experiment.,
Additional_Information,HFBA added,
Additional_Information,Ammonium acetate wash,
Additional_Information,Ammonium Acetate wash,
Additional_Information,A DIRECTORs slide was used for this experiment.,
Additional_Information,TFA added,
Additional_Information,A PEN-coated slide was used for this experiment.,
Additional_Information,"SPF, 15 um res, 800 shots, 500 mz",
Condition,Germ Free,
Additional_Information,"GF, 15 um res, 800 shots, 500 mz",
Additional_Information,"nedc 10mg/ml   7 passes 0.06 flow 70% acn
",
Additional_Information,"SPF, 15 um res, 800 shots, 400 mz",
Additional_Information,"SPF, 15 um res, 800 shots, 100 mz",
Additional_Information,"Germ Free, 15 um res, 800 shots, 100 mz",
Additional_Information,"Germ Free, 15 um res, 800 shots, 400 mz",
Additional_Information,"nedc 10mg/ml   7 passes 0.05 flow 70% acn
",
Organism,Methyloprofundus sedimentii WF1,FALSE
MALDI_Matrix_Application,Dried Droplet,FALSE
Condition,Telogen,
Additional_Information,"Telogen, 10 um res, 800 shots, 100 mz, 150 Funnel RF Amplitude",
Condition,Anagen,
Additional_Information,"Anagen, 10 um res, 800 shots, 100 mz, 150 Funnel RF Amplitude",
Condition,Wtype TEST,
Sample_Growth_Conditions,TEST,FALSE
Organism_Part,Brain Hippocampus,
Additional_Information,"Telogen, 10 um res, 800 shots, 400 mz",
Additional_Information,"Anagen, 10 um res, 800 shots, 400 mz",
Additional_Information,"Telogen, 10 um res, 800 shots, 500 mz",
Additional_Information,"Anagen, 10 um res, 800 shots, 500 mz",
Additional_Information,"Telogen, 10 um res, 800 shots, 300 mz",
Additional_Information,"Anagen, 10 um res, 800 shots, 300 mz",
Additional_Information,"Anagen, 10 um res, 800 shots, 200 mz",
Additional_Information,"Telogen, 10 um res, 800 shots, 200 mz",
Additional_Information,"Cryo section of one of a cannabis leaf. In the section there is both midrib and a vein.
",FALSE
Sample_Stabilisation,Freeze,
Organism,Acropora millipora,FALSE
Condition,APO,
Condition,SYM,
Organism_Part,rhizome,FALSE
Additional_Information,"Slide number not legible, glyphosate treated embryos.",
Additional_Information,Mix of maleic hydrazide treated and DAPI stained embryos,
Additional_Information,"Cluster of several embryos, treated with DAPI or maleic hydrazide.",
Additional_Information,6x D9 A33 150x150 stitched together,
Organism,Capitella teleta,FALSE
Sample_Stabilisation,Glutaraldehyde/Gelatine,
Additional_Information,"Cryo section of one of the oldest leaves of a Rauwolfia tetraphylla. In the section there is both midrib and a vein.
",
Additional_Information,"Cryo section of one of the oldest leaves of a Rauwolfia tetraphylla.
",
Additional_Information,17-635-005,
Additional_Information,17-635-004,
Additional_Information,17-635-001,
Condition,Null,
Additional_Information,"8h of incubation_with PNGaseF

",FALSE
Additional_Information,17-635-002,
Organism,marinobacter,FALSE
Condition,interactions,
Additional_Information,"marinobacter-3-2

",FALSE
Organism_Part,Semi mature barry,
Additional_Information,"Cryo section of a semi mature Rauwolfia tetraphylla berry.
",
Organism_Part,Osteosarcoma,
Additional_Information,control 3D,
Condition,PAO1 Infected,
Additional_Information,PAO1 Infected Replicate 1,
Organism,Branchipolynoe seepensis,FALSE
Sample_Growth_Conditions,sampled in situ,
Sample_Stabilisation,CMC embedded in field,
Condition,HemO QM Infected,
Additional_Information,HemO QM Infected Replicate 1,FALSE
Condition,HemO TM Infected,
Additional_Information,HemO TM Infected Replicate 1,
Condition,HemO Infected,
Additional_Information,HemO Infected Replicate 1,
Sample_Stabilisation,10 % Gelatine + 5 % CMC,
Additional_Information,"Cryo section of a young Rauwolfia tetraphylla leaf.
Sample stabilization was done with a mix of gelatine and CMC, which was solid at room temperature. Thus, it was applied luke warm to the sample and thn frozen.",
Additional_Information,"

",
Organism_Part,n/a,
Condition,n/a,
Sample_Growth_Conditions,n/a,
Additional_Information,"m/z 75-750, positive mode, whole slide 
for some obscure reason, stage decided to do double offset in y (I certainly set it correctly). Image area was meant to be 50x25mm.",
Additional_Information,"m/z 75-750, negative mode, whole slide ",
Additional_Information,"Sample Description: xenograft, same tumour type as xenograft_1_90um
Expected Molecules: small metabolites",
Additional_Information,"Sample Description: xenograft, same tumour type as xenograft_1_90um and Xenograft_2_125um
Expected Molecules: small metabolites",
Additional_Information,"Sample Description: xenograft, same tumour type as CT-26 S20 and testrow002 (can you rename to xenograft CT26 S1?)
Expected Molecules: small metabolites",
Additional_Information,CRC_Tumor,
Additional_Information,"Sample Description: CT26 tumours, Slide 20
(set of different tumour levels)
Expected Molecules: small metabolites",
Additional_Information,"Sample Description: rat testis
same animal as submitted during alpha testing
Expected Molecules: small metabolites",
Additional_Information,"Sample Description: xenograft
Expected Molecules: small metabolites",
Additional_Information,"Sample Description: CT26 tumours, Slide 1
(set of different tumour levels)
Expected Molecules: small metabolites",
Condition,"Cancer, xenograft dosed",
Additional_Information,"Image_reconstruction_with_ScilsLab_2016a_from_2_separate_MSI_acquisitions_(anterior_and_posterior_parts_of_the_rat)_on_a_Bruker_SolariX_FTICR
Sample Description: Whole-body_male_Wistar_rat_section
Sample Preparation: cryosectionning_on_LEICA_3600_XP,_thickness_20_µm,_collected_on_conductive_carbon_tape,_spray_coated_with_DHB_with_Suncollect",
Tissue_Modification,Derivatization FMPTs,FALSE
Additional_Information,"Pseudomonas RW10S2 vs 722

MALDI5, 45 micron pixel size, 256x928 pixels, 3D mode on

200-1400 m/z",FALSE
Organism_Part,Epididymis,
Additional_Information,200124_q10_q4_3,
Additional_Information,200123_t3_t2_3,
Additional_Information,low resolution lung scan,
Additional_Information,high resolution lung scan,
Organism,Staph aureus,FALSE
Organism_Part,culture,FALSE
Condition,monoculture,FALSE
Organism,Pseudomonas aeruginosa,FALSE
Organism_Part,Culture,FALSE
Condition,PAO1 ,
Additional_Information,200123_t5_t2_5,
Additional_Information,200124_q9_q4_2,
Sample_Stabilisation,Tape,
Organism,Cyano+moss,FALSE
Additional_Information,D:\Alexandrov_Team\Projects\5_Pputida_vs_Psavastanoi_IMS\2018-09-03_IMS_P._putida_RW10S2_vs_P._savastanoi_722_#7,FALSE
Condition,Drug treated Cancer and Cancer control ,
Additional_Information,Hpv0509,
Organism,Pseudomonas putida RW10S2 | Pseudomonas savastanoi 722,FALSE
Sample_Growth_Conditions,Unknown,
Additional_Information,"17-365-005

",
Organism_Part,Roots,FALSE
Condition,Stressed,
Sample_Growth_Conditions,"In vitro, on glass",
Organism,Lumbricus rubellus,FALSE
Organism_Part,whole organism,
Organism,"S. coelicolor, S. griseus, S. lividans, S. roseolilacinus, P. putida, P. savastanoi, B. subtilis, R. erythropolis, R. opacus, S. mobraensis",FALSE
Additional_Information,"S. griseus     //  B. subtilis
P. savastanoi  //  S. coelicolor
S. lividans    //  R. erythropolis
R. opacus      //  S. roseolilacinus
S. mobraensis  //  P. putida",FALSE
Additional_Information,"18-312-2

",
Additional_Information,"18-31-2

",
Organism,"S. coelicolor, S. griseus, S. lividans, S. roseolilacinus, P. putida, P. savastanoi, B. subtilis",FALSE
Additional_Information,"S. coelicolor, S. griseus, S. lividans, S. roseolilacinus, P. putida, P. savastanoi, B. subtilis",FALSE
Organism,Streptomyces coelicolor,FALSE
Analyzer,Synapt XS,
Additional_Information,"Test run, two whole embryos in ROI. Mounted on double-adherent tape.",
Additional_Information,D012-LUL_19A2. Embedded in CMC,
Organism,S Pombe,FALSE
Organism_Part,Whole Cells,FALSE
MALDI_Matrix_Application,Manual,FALSE
Organism,Streptomyces lividans,FALSE
Additional_Information,"P. putida RW10S2
P. savastanoi 722",FALSE
Additional_Information,trail treated ,
Organism,"Pseudomonas, bacillus, actinos",FALSE
Additional_Information,"P. putida RW10S2
P. savastanoi 722
S. lividans
S. griseus
S. roseolilacinus
R. erythropolis
R. opacus
S. coelicolor
s. mobaraensis",FALSE
Sample_Stabilisation,CMC (2 %),
Additional_Information,Cryo section of a young Rauwolfia tetraphylla leaf.,
Additional_Information,Cetuximab treated ,
Additional_Information,"10um sections, 40um apart. Control.",
Additional_Information,LCM and H2O,
Organism,Pseudomonas and actinomycetes,FALSE
Additional_Information,2019-11-16_DDN_50_328x666_Pseudomonas_Actino_#1,FALSE
Organism_Part,Wddm,
MALDI_Matrix,"1,8-bis(dimethylamino)naphthalene (DMAN)",FALSE
Organism,Lipid standards,FALSE
Organism,Pseudomonas putida,FALSE
Additional_Information,"Sample Description: Bacterial interaction of P. putida and P. savastanoi.
Sample Preparation: Samples were grown on TSB agar at 30C, excised and placed on a glass slide, and coated with universal matrix (Sigma) using a TM Sprayer spraying robot.",FALSE
Condition,28 days,
Organism,Bacteria,FALSE
MALDI_Matrix_Application,Airbrush,
Organism_Part,Artetry,
Condition,treated with plant extract,
Sample_Stabilisation,Pressed on Teflon,FALSE
Condition,nude mouse,
Organism,Hordeum vulgare,FALSE
Organism,Rat Wistar - Male,
Organism,Pseudomonas savastanoi,FALSE
Additional_Information,Pseudomonas savastanoi 722,FALSE
Sample_Growth_Conditions,Spotted standards,FALSE
Additional_Information,"Membrane was spotted (See dataset 2019-09-19_DDN_DHB_TLC_spotter_test_#2_normal_membrane).  Membrane was then cleaned in water and isopropanol.  MALDI was performed to determine if lefterover lipid standards still remain.  

From previous spotting -- Supplementary: From bottom going upwards Row 1: class: sterol // molecule: cholesterol Row 2: class: sphingolipid // molecule: sphingosine Row 3: class: acylglycerol // molecule: diglyceride Row 4: class: free fatty acid // molecule: heneicosanoic acid Row 5: empty Row 6: empty Rows 7-12: repeat of rows 1-6",
Additional_Information,D:\Alexandrov_Team\Projects\5_Pputida_vs_Psavastanoi_IMS\2018-07-23_DDN_Pputida_vs_Psavastanoi_Pos_250x500_100x100_Univ001,FALSE
Additional_Information,D:\Alexandrov_Team\Projects\5_Pputida_vs_Psavastanoi_IMS\2018-07-04_DDN_Pputida_vs_Psavastanoi_Pos_250x500_100x100_Univ001,FALSE
Additional_Information,D:\Alexandrov_Team\Projects\5_Pputida_vs_Psavastanoi_IMS\2018-08-15_DDN_Pputida_vs_Psavastanoi_Pos_250x500_100x100_Univ001,FALSE
Additional_Information,D:\Alexandrov_Team\Projects\5_Pputida_vs_Psavastanoi_IMS\2018-08-22_IMS_P._putida_RW10S2_vs_P._savastanoi_722_#6,FALSE
Additional_Information,D:\Alexandrov_Team\Projects\5_Pputida_vs_Psavastanoi_IMS\2018-09-10_IMS_P._putida_RW10S2_vs_P._savastanoi_722_#9_okay,FALSE
Additional_Information,D:\Alexandrov_Team\Projects\5_Pputida_vs_Psavastanoi_IMS\2017-03-21_DDN_Pputida-vs-Psavastanoi_Pos_100x210_200x200_Univ001,FALSE
Additional_Information,D:\Alexandrov_Team\Projects\5_Pputida_vs_Psavastanoi_IMS\2017-04-18_DDN_Pputida_vs_Psavastanoi_Phenotype_1_Pos_200x500_100x100_Univ001,FALSE
Additional_Information,D:\Alexandrov_Team\Projects\5_Pputida_vs_Psavastanoi_IMS\2019-02-08_DDN_RW10S2_722_#13,FALSE
Additional_Information,D:\Alexandrov_Team\Projects\5_Pputida_vs_Psavastanoi_IMS\2019-02-21_DDN_RW10S2_722_#14,FALSE
MALDI_Matrix_Application,Giessen Sprayer,
Additional_Information,D:\Alexandrov_Team\Projects\15_Giessen_visit,FALSE
Additional_Information,"Row 1: Class: Sterol // Molecule: Cholesterol
Row 2: Class: Sphingolipid // Molecule: Sphingosine
Row 3: Class: Acylglycerol // Molecule: Diglyceride 
Row 4: Class: Free fatty acid // Molecule: Heneicosanoic acid
Row 5: Empty
Row 6: Empty
Rows 7-12: repeat of rows 1-6",
Additional_Information,AP-SMALDI10,
Sample_Stabilisation,Dehydrated,FALSE
Additional_Information,"5.0 pixel/s; QExactive HF; AP-SMALDI10
Sample Preparation: AP-SMALDI5 AF ",
MALDI_Matrix_Application,Spraying,
Additional_Information,"
 Auto recal {'polarity': 'Positive', 'organ': 'Brain', 'source': 'MALDI', 'database': 'HMDB-v2.5'}
Publication DOI: http://pubs.rsc.org/en/content/articlelanding/2017/cc/c7cc02325a#!divAbstract",
Additional_Information,not embedded in CMC,
Sample_Stabilisation,Pressed on slide,
Organism_Part,Extract,FALSE
Organism,Corn,FALSE
Condition,B73,
Tissue_Modification,AFL,
Additional_Information,A methanolic extract,FALSE
Additional_Information,"pilot sample 18-142-2

",
Sample_Growth_Conditions,1 day old,
Additional_Information,"Sample Description: 1 day old mouse pup
Sample Preparation: 25 micron thick sagittal section analyzed at 150 micron spatial resolution ",
Additional_Information,"100 X 100 um spatial resolution 
Sample Description: Mouse brain dosed with erlotinib
Sample Preparation: 10 um thick section 
Expected Molecules: erlotinib|doxorubicin|duanorubicin",
Organism,Bacterial Isolate,FALSE
Sample_Stabilisation,Embedded in CMC,
Additional_Information,Slides have been desalted after drying by dipping in cold MQ Water.,
Organism,Bathymodiolus heckerae,FALSE
Condition,wounded_middle,
Condition,wounded,
Additional_Information,18-142-2,
Organism,Mytilus edulis,FALSE
Organism_Part,Muscle,
Condition,Wildtype - Injured,
Sample_Growth_Conditions,Caught,
Organism,Berry,FALSE
MALDI_Matrix,THAP,FALSE
Organism_Part,Berry,FALSE
Condition,biopsy_18-142-2,
Additional_Information,"18-142-2
testing optimal RSM conditions: 0.010ml/min, 1300mm/min, T=80C, 23 cycles, 46% MeOH. ",
Additional_Information,KPMP,
Organism,Methyloprofundus sedimenti WF1 and Vibrio fischeri,FALSE
Organism_Part,Cell Pellet,FALSE
Sample_Growth_Conditions,Methane / Methanol,
Additional_Information,"Top row: WF1 Methane, WF1 MeOH, Chitobiose standard
Middle row: WF1 Methane, WF1 MeOH, Chitobiose standard
Bottom row: Vibrio fischeri ",
Organism_Part,Foot,
Organism,Fenugreek,FALSE
Sample_Stabilisation,CMC on-board,
Additional_Information,UTHSA,
Organism,Paper,FALSE
Sample_Growth_Conditions,treated,
Additional_Information,Without CMC embedding,
Additional_Information,pilot sample 18-162-2,
Additional_Information,pilot sample 18-142-2,
Condition,control and infected,
Additional_Information,II biological replicate_IImeasurement,
Organism,Shipworm,FALSE
Organism,Clematis vitalba,FALSE
Organism,Corylus avellana,FALSE
Organism,Theobroma cacao,FALSE
Sample_Growth_Conditions,fermentation,
Additional_Information,Various metabolites dissolved in H2O. 1 ul of different concentrations spotted.,FALSE
MALDI_Matrix,"1,5-diaminonaphthalene (DAN) | DHB",FALSE
Additional_Information,"18-162-2
testing temeperature influence: 80C
",
Additional_Information,"18-162-2
testing temeperature influence: 30C
",
Additional_Information,KPMP ,
Additional_Information,II biological replicate,
Organism,Wheat,FALSE
Condition,Stroke (top) and Healthy (bottom),
Sample_Stabilisation,Flash-frozen,
Additional_Information,"1 laser shot (1.3 mJ per pulse)
1.5 uL/min flow rat
0.2% formic acid as solvent
spot-to-spot spacing is 150 um for x and y ",
Sample_Stabilisation,PVDF membrane,FALSE
Sample_Growth_Conditions,treated with ebastine for 21 days,
Additional_Information,"Polarity 		Negative
Lock mass		609.14603
Ressolution 		Ultrahigh
Microscans 		1
Injec time 		250ms
AGC target 		High dynamic range 
Pixel size		0.15mm

Spray Volatge 		5kV
Capillary temp		250C
Capillary voltage	-45V
Tube lens voltage	-185V
Skimmer voltage 	-46

Distance of sprayer to sample 			1.5mm	
Distance of sprayer to MS inlet capillary	13mm
Angel of sprayer 				95 deg

Solvent flow 		5 microL\min
Solvent MeOH\H2O+Rutin 	90\10+100ng\mL",
Condition,Stroke,
Additional_Information,"1 laser shot (1.3 mJ per pulse)
1.5 uL/min flow rat
0.2% formic acid as solvent
spot-to-spot spacing is 150 um fro x and y ",
Condition,Cancer control ,
Additional_Information,KPMP biopsy,
Additional_Information,KPMP pilot sample (UTHSCSA),
Additional_Information,KPMP(UTHSA Internal mice Kidney),
Additional_Information,KPMP (UTHSA Internal mice Kidney),
Additional_Information,18-142,
Additional_Information,"MeOH H2O 90 10 1.5 microL min 250ms ultrahigh 12mm 2mm
",
Organism,Paracatenula,FALSE
Additional_Information,"Paracatenula 1 min in MeOH, embedded in CMC",
Additional_Information,KPMP_17-635-002 (UTHSA Internal Human Kidney Biopsy),
Sample_Growth_Conditions,Acetamiprid 10ng/HB,
MALDI_Matrix,DIOS,FALSE
Additional_Information,"Tissue was cut to the mid-saggital plane, where 8um thick tissue sections were collected using a modified Kawamoto's film method (2003). Frozen sections were mounted onto n-type electrohcemically etched and silanized porous silicon wafers. Tissue was imaged directly post dessication, using a manually adjusted laser power to directly ablate through the 8um thick tissue. Spectra were acquired at a spatial resolution of 50um. ",
Additional_Information,Mimetic Tissue,FALSE
Organism,Dog,FALSE
Additional_Information,"MeOH H2O 90 10 1.5 microL min 50ms High 12mm 2mm
Row 01-16: 1kV
Row 17-31: 2kV
Row 32-46: 3kV
Row 47-61: 4kV
Row 62-76: 5kV",
Additional_Information,Kan man se det her,
Additional_Information,MeOH H2O 90 10 1.5 microL min 250ms UltraHigh 12mm 2mm,
Additional_Information,MeOH/H2O 90/10 2.5µL/min 12mm & 2mm,
Additional_Information, MeOH H2O 90 10 1.5 microL min 50ms High 12mm 2mm,
Additional_Information,MeOH H2O 90 10 1.5 microL min 100ms UltraHigh 12mm 2mm,
Condition,Cancer treated with ebastine 21 days,
Additional_Information,MeOH H2O 90 10 1.5 microL min 250ms UltraHigh 12mm 2mm ,
Additional_Information,MeOH H2O 90 10 1.5 microL min 250ms UltraHigh ??mm 2mm,
Organism,Macropus giganteus (kangaroo),FALSE
Additional_Information,"20190325_VS_ABC_direction_test_px100x100_xy_25x30_mz_200-600_pos
test",FALSE
Organism,Porcine,FALSE
MALDI_Matrix_Application,Spotting,FALSE
Additional_Information,"20190321_VS_metabolite_std_test_1_DHB_px150x150_xy100x120_mz50x300_pos
Testing metabolite detection by DHB in pos mode
Expt1

Acetylcholine,  L-Ornithine,  L-Glutamate;
Amino Acid Mix (undiluted),  L-Aspartate,  L-Alanine;
Amino Acid Mix (1:10 dilution), L-Arginine, D-Glucose-6-Phosphate;
-,  Uridine,  Isocitric Acid

AA mix: https://www.sigmaaldrich.com/content/dam/sigma-aldrich/docs/Sigma-Aldrich/Datasheet/1/a9906dat.pdf",FALSE
Organism,Anopheles stephensii ,FALSE
Condition,"infected, Plasmodium berghei ",
Sample_Stabilisation,SCEM,FALSE
MALDI_Matrix,"1,8-Bis-(l-pyrrolidinyl)naphthalene",FALSE
Condition,18142,
Sample_Growth_Conditions,biopsy,
Additional_Information,18-142-2 pilot sample,
Condition,18162,
Additional_Information,18-162-2 pilot sample,
Additional_Information,KPMP 17-1606,
Organism,dipartite (Bacterium and algae),FALSE
Additional_Information,18-162-2.,
Condition,environmental,
Organism,Olavius algarvensis,FALSE
Organism_Part,Cross section,
Additional_Information,KPMP 18-142,
Additional_Information,internal_Yale sample,
Organism_Part,tongue,
Condition,test,
Sample_Growth_Conditions,Farmed,
Additional_Information,Foot tissue of blue mussel 10 µm cryosection. Weight of animal 16.35 g. ,FALSE
Sample_Growth_Conditions,With inoculated fungi,
Additional_Information,Muscle tissue of blue mussel 10 µm cryosection. Weight of animal 16.35 g. ,FALSE
Additional_Information,Gill tissue of blue mussel 10 µm cryosection. Weight of animal 16.35 g. ,FALSE
Organism_Part,Mantle,
Additional_Information,Mantle tissue of blue mussel 10 µm cryosection. Weight of animal 16.35 g. ,FALSE
Organism,Pinus teada,FALSE
Organism,Crassostrea gigas  ,FALSE
Additional_Information,Muscle tissue of oyster 10 µm cryosection. Weight of animal 127.06 g. ,FALSE
Additional_Information,Gill tissue of oyster 10 µm cryosection. Weight of animal 127.06 g. ,FALSE
Additional_Information,Mantle tissue of oyster 10 µm cryosection. Weight of animal 127.06 g. ,FALSE
Organism,Pinus sp,FALSE
Additional_Information,"This is sample from Yale

",
Sample_Growth_Conditions,microfluidic channel,FALSE
Organism,Black bream,FALSE
Additional_Information,Modified Kawamoto Tape Transfer method,
Organism_Part,Soft tissue with endometriosis,
Condition,Endometriosis,
Organism_Part,Ovary with endometriosis,
Organism_Part,Fallopian tube with endometriosis,
Additional_Information,"18-142-2 for RSM
T=55C
Fr=0.105 ml/min
SV=950 mm/min
15 cycles

",
Additional_Information,"18-142-2 for RSM
T=55C
Fr=0.105 ml/min
SV=600 mm/min
15 cycles

",
Additional_Information,"18-142-2 for RSM
T=55C
Fr=0.105 ml/min
SV=1300 mm/min
15 cycles

",
Additional_Information,"18-142-2 for RSM
T=55C
Fr=0.01 ml/min
SV=950 mm/min
15 cycles

",
Additional_Information,"18-142-2 for RSM
T=55C
Fr=0.2 ml/min
SV=950 mm/min
15 cycles

",
Additional_Information,"18-142-2 for RSM
T=30C
Fr=0.105 ml/min
SV=950 mm/min
15 cycles

",
Additional_Information,"18-142-2 for RSM
T=80C
Fr=0.105 ml/min
SV=950 mm/min
15 cycles

",
Additional_Information,"18-142-2 for RSM
T=42.5C
Fr=0.152 ml/min
SV=775 mm/min
8 cycles

",
Additional_Information,"18-142-2 for RSM
T=42.5C
Fr=0.152 ml/min
SV=1125 mm/min
22 cycles

",
Additional_Information,"18-142-2 for RSM
T=42.5C
Fr=0.057 ml/min
SV=775 mm/min
22 cycles

",
Additional_Information,"18-142-2 for RSM
T=42.5C
Fr=0.057 ml/min
SV=1125 mm/min
8 cycles

",
Additional_Information,"18-142-2 for RSM
T=55 C
Fr=0.105 ml/min
SV=950 mm/min
15 cycles

",
Organism,Salix alba,FALSE
Condition,polluted,
Sample_Growth_Conditions,polluted,
Additional_Information,"18-142-2 for RSM
T=55 C
Fr=0.105 ml/min
SV=950 mm/min
1 cycles

",
Additional_Information,"18-142-2 for RSM
T=55 C
Fr=0.105 ml/min
SV=950 mm/min
29 cycles

",
Additional_Information,"18-142-2 for RSM
T=67.5C
Fr=0.057ml/min
SV=775 mm/min
8 cycles

",
Additional_Information,"18-142-2 for RSM
T=67.5C
Fr=0.057ml/min
SV=1125 mm/min
22 cycles

",
Additional_Information,"18-142-2 for RSM
T=67.5C
Fr=0.152ml/min
SV=1125 mm/min
8 cycles

",
Additional_Information,"18-142-2 for RSM
T=42.5C
Fr=0.057ml/min
SV=775 mm/min
8 cycles

",
Additional_Information,"18-142-2 for RSM
T=42.5C
Fr=0.057ml/min
SV=1125 mm/min
22 cycles

",
Additional_Information,"18-142-2 for RSM
T=42.5C
Fr=0.152ml/min
SV=775 mm/min
22 cycles

",
Additional_Information,"18-142-2 for RSM
T=42.5C
Fr=0.152ml/min
SV=1125 mm/min
8 cycles

",
Additional_Information,"18-142-2 for RSM
T=67.5C
Fr=0.057ml/min
SV=775 mm/min
22 cycles

",
Additional_Information,"18-142-2 for RSM
T=67.5C
Fr=0.057ml/min
SV=1125 mm/min
8 cycles

",
Additional_Information,"18-142-2 for RSM
T=67.5C
Fr=0.152ml/min
SV=775 mm/min
8 cycles

",
Additional_Information,"18-142-2 for RSM
T=67.5C
Fr=0.152ml/min
SV=1125 mm/min
22 cycles

",
Additional_Information,100um spatial resolution,
Sample_Growth_Conditions,In soil,FALSE
Organism,Soil microorganisms,FALSE
Sample_Growth_Conditions,soilbox,FALSE
Organism_Part,Carotid,
Condition,Control_Day14_03,
Condition,Control_Day14_02,
Condition,Control_Day14_01,
Condition,Control_Day07_03,
Condition,Control_Day07_02,
Condition,Control_Day07_01,
Condition,Control_Day03_03,
Condition,Control_Day03_02,
Condition,Control_Day03_01,
Condition,Injured_Day14_03,
Condition,Injured_Day14_02,
Condition,Injured_Day14_01,
Condition,Injured_Day07_03,
Condition,Injured_Day07_02,
Condition,Injured_Day07_01,
Condition,Injured_Day03_03,
Condition,Injured_Day03_02,
Condition,Injured_Day03_01,
Organism,aspen wood,FALSE
Organism_Part,wafer,FALSE
Additional_Information,KPMP 18-312,
Additional_Information,KPMP 18-162,
Additional_Information,"pilot sample 18-342-2

",
Additional_Information,"pilot sample 18-312-2

",
Additional_Information,"pilot sample 18-142-2
CASI
",
Additional_Information,"pilot sample 18-342-2
",
Additional_Information,"pilot sample 18-312-2
",
Additional_Information,"pilot sample 18-162-2
CASI mode",
Additional_Information,"pilot sample 18-142-2
CASI mode",
Additional_Information,"pilot sample 18-142-2
CASI was used here",
Additional_Information,"pilot sample 18-162-2
CASI was used here",
Sample_Growth_Conditions,Ambient,
Additional_Information,WashingtonU Sample K572,
Condition,none,
Additional_Information,WashingtonU Sample K512,
Additional_Information,WashingtonU Sample K315,
Organism,Euprymna sp.,FALSE
Organism,pig (KVL),FALSE
Additional_Information,No external calibration,
Additional_Information,Raw data was externally calibrated,
Additional_Information,No external calibration done to the raw data,
Additional_Information,"pilot sample:18-162-2
sample was no thaw mounted on ITO slide.",
Organism,Candida albicans | Pseudomonas aeruginosa,FALSE
Organism,LYD pig,FALSE
Condition,scraped from fungus,FALSE
Additional_Information,200um spatial_resolution,
Sample_Stabilisation,fresh-frozen,
Additional_Information,"50um spatial_resolution
Sample Description: 18-162-2",
Additional_Information,"75um spatial_resolution
Sample Description: 18-162-2",
Organism,Undisclosed,FALSE
Condition,Wildtipe,
Sample_Stabilisation,Isopentane,
Sample_Stabilisation,N2,
Sample_Stabilisation,LiquidN2,
Organism_Part,Blood vessel,
Additional_Information,AP-SMALDI 10,
Additional_Information,QExactive HF,
Condition,Lean/treated,
Sample_Stabilisation,Native,
Tissue_Modification,Native,
MALDI_Matrix_Application,spraying with 100% Ethanol,
Additional_Information,"Sample Preparation: , AP-SMALDI10",
Organism,Sus scrofa (mini pig),FALSE
Sample_Growth_Conditions,See study plan,
Additional_Information,"QExactive HF; AP-SMALDI10
Sample Preparation: AP-SMALDI10",
Condition,Obese,
MALDI_Matrix_Application,spraying with 100% ACN,
Additional_Information,"Sample Description: Q-E Plus
Sample Preparation: AP-SMALDI10",
Organism,Pseudonocardia bacteria,FALSE
Additional_Information,Sample Preparation: LTQ Orbitrap,
Condition,In vitro,
MALDI_Matrix_Application,-,
Sample_Growth_Conditions,Test rhodamine,FALSE
Organism_Part,Retina,
Condition,biopsy_18-139-2,
Additional_Information,"75um spatial_resolution
Sample Description: 18-139-2",
Additional_Information,"50um spatial_resolution
Sample Description: 18-139-2",
Organism_Part,Necrosis,
Organism_Part,Abdomen,
Additional_Information,Sample Description: Testing iMZML conversion of NanoDESI data ,
Additional_Information,"Spatial Resolution 50 um
Sample Description: KPMP Kidney Pilot Study",
Condition,scarped,
Additional_Information,"50 um spatial resolution
Sample Description: 18-162-2",
Additional_Information,"75 um spatial resolution
Sample Description: 18-162-2",
Organism,pig,FALSE
Additional_Information,"35 um spatial resolution
Sample Description: 18-162-2",
Organism_Part,Amoeba,FALSE
Tissue_Modification,Homogenization,FALSE
Sample_Stabilisation,NC membrane,FALSE
Condition,18-162-2,
Additional_Information,"50um spatial resolution
Sample Description: biopsy 18-162-2",
Additional_Information,"Spatial Resolution 30 um
Sample Description: KPMP Kidney Pilot Study",
Additional_Information,"Spatial Resolution 20 um
Sample Description: KPMP Kidney Pilot Study",
Additional_Information,Sample Description: KPMP Kidney Pilot Study,
Condition,17-1606-2,
Additional_Information,"25um spatial resolution
Sample Description: 17-1606-2",
Additional_Information,"75um
Sample Description: 17-1606-2",
Condition,18-139-2,
Additional_Information,"50um spatial resolution
Sample Description: biopsy 18-139-2",
Condition,18-142-2,
Additional_Information,"50um spatial resolution
Sample Description: biopsy 18-142-2",
Organism,Pinus,FALSE
Additional_Information,Alan Race generated imzml files,
Sample_Growth_Conditions,No phosphorus,
Additional_Information,Sample Description: 18-139-2,
Sample_Growth_Conditions,"in vitro, on glass",
