name_short,adduct,9AA,CHCA,CMBT,ClCCA,DAN,DHAP,DHB,MAPS,NEDC,NOR,PNDI,pNA
Lyso PE 18:0,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Lyso PE 18:0,-H,214726.64,-,-,46.608234,-,26773.021,5534.6494,5408.506,1183.453,25081.018,-,-
Lyso PE 18:0,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Lyso PE 18:0,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Lyso PG 16:0,+H,-,306.3811,1322.1553,1220.634,-,419.2263,X,-,151.35959,-,-,336.94785
Lyso PG 16:0,+Na,1111.2896,150923.3,80570.64,42802.727,30529.928,27158.54,130773.51,69.73077,11158.244,52108.324,-,35204.27
Lyso PG 16:0,+K,-,8026.5547,1851.3318,6041.693,-,1503.8978,5182.8125,-,358.34067,116.41768,-,731.9941
Lyso PG 16:0,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Lyso PG 16:0,-H,761925.1,5217.811,-,1403.3931,8645.708,38930.645,20054.383,7494.5586,10827.994,-,-,-
Lyso PG 16:0,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Lyso PG 16:0,[M]-,-,-,1413.4094,-,-,-,-,-,-,-,-,866.5107
Lyso PI 17:1,+H,-,251.02676,75.003815,180.30515,-,90.83021,858.569,-,-,-,-,-
Lyso PI 17:1,+Na,36.594395,65508.734,15250.947,9354.182,6172.55,8092.8057,46032.125,-,2246.7136,9501.871,-,8689.673
Lyso PI 17:1,+K,-,4633.465,376.25803,1448.8241,-,689.567,2388.6287,-,91.14875,-,-,435.8108
Lyso PI 17:1,[M]+,-,-,-,-,-,-,-,X,-,-,-,-
Lyso PI 17:1,-H,438300.6,48654.77,8766.067,1934.6398,114487.055,30814.45,23901.754,11898.549,4601.0317,159183.02,11.314616,13802.858
Lyso PI 17:1,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Lyso PI 17:1,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Lyso PS 17:1,+H,-,10076.217,13186.144,6038.834,2674.3872,2172.4204,17392.615,36.136833,526.8598,46.169823,-,5619.929
Lyso PS 17:1,+Na,214.0628,119547.63,24747.252,22045.627,14145.502,15018.862,99098.17,825.999,3348.5474,30151.854,-,25911.242
Lyso PS 17:1,+K,-,5033.462,305.9131,1575.6473,262.66336,471.99167,3580.4246,X,83.29758,220.43495,-,1660.9354
Lyso PS 17:1,[M]+,-,-,244.28049,-,-,-,-,-,-,-,-,-
Lyso PS 17:1,-H,261738.34,79966.766,12852.003,5008.609,111646.5,16325.015,21599.174,23690.611,8925.474,138224.84,-,44455.086
Lyso PS 17:1,+Cl,94.42893,-,-,-,-,-,-,-,-,17.483511,-,-
Lyso PS 17:1,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
MG 18:1,+H,-,-,49.908466,28.365461,-,-,61.89148,-,-,-,-,-
MG 18:1,+Na,107.26069,1333.6866,20447.078,1714.0251,1803.0771,2342.5332,11238.558,-,-,239.92816,-,-
MG 18:1,+K,-,-,448.32187,103.81611,-,47.52619,331.44562,-,-,-,-,-
MG 18:1,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
MG 18:1,-H,-,-,-,-,-,-,-,-,-,-,-,-
MG 18:1,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
MG 18:1,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Malic acid,+H,-,-,-,-,-,-,-,-,-,-,-,-
Malic acid,+Na,-,2653.118,194.8881,449.785,746.74835,27.216457,916.19965,-,-,163.62169,-,374.354
Malic acid,+K,-,270.0042,-,34.869404,283.20172,-,36.95955,-,-,-,-,36.813076
Malic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,X
Malic acid,-H,237378.92,14853.444,6104.719,167.09163,46541.77,975.96216,2891.726,807.26447,112.23842,93725.63,941.7026,8861.389
Malic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Malic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Malonic acid,+H,-,-,-,-,-,-,-,-,-,-,-,-
Malonic acid,+Na,-,111.366455,-,66.75276,-,4.310655,438.33432,-,-,8.690702,-,-
Malonic acid,+K,-,-,-,-,-,-,-,-,-,-,-,-
Malonic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Malonic acid,-H,71088.85,1408.4667,-,512.8948,-,277.73428,1152.9753,-,236.82153,8835.294,-,361.19135
Malonic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Malonic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Melatonin,+H,-,1410.0342,370.6089,208.68672,31.293812,328.943,2497.848,-,-,-,-,-
Melatonin,+Na,-,2688.9429,3810.3767,1130.2455,3207.7039,1866.6122,11718.856,-,382.11194,347.44696,-,361.16364
Melatonin,+K,-,-,291.3275,408.7693,72.25846,311.81818,1668.6815,-,-,-,-,-
Melatonin,[M]+,-,1475.6698,514.87726,229.05722,19.596361,222.59337,3230.3843,-,-,-,-,83.408485
Melatonin,-H,55.98464,-,-,-,2580.7087,-,-,-,-,32.1271,-,-
Melatonin,+Cl,-,-,-,-,-,-,-,X,-,-,-,-
Melatonin,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Methionine,+H,-,7177.1025,124.98698,260.71613,78.24689,37.689934,1927.8596,-,-,-,-,310.27814
Methionine,+Na,-,204.02844,90.8727,-,619.6875,36.16241,973.65875,-,-,-,-,167.43341
Methionine,+K,-,33.041176,-,-,-,-,65.73234,-,-,-,-,-
Methionine,[M]+,-,38.347324,-,-,-,-,-,-,-,-,-,-
Methionine,-H,611.47296,-,-,-,4999.2715,-,-,-,-,717.13916,-,187.29243
Methionine,+Cl,-,-,-,-,86.862206,-,-,-,-,-,-,-
Methionine,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
Mevalonic acid,+H,-,424.42548,-,-,-,-,115.77981,-,-,-,-,-
Mevalonic acid,+Na,156.36946,5187.7275,X,X,222.76323,196.45763,4246.2144,-,-,-,-,X
Mevalonic acid,+K,-,X,-,-,-,X,307.14282,-,-,-,-,-
Mevalonic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Mevalonic acid,-H,19022.354,134.09438,-,-,2460.7344,107.51778,-,-,-,2497.2756,-,354.40387
Mevalonic acid,+Cl,160.29076,-,-,-,-,-,-,-,-,-,-,-
Mevalonic acid,[M]-,-,-,-,-,X,-,-,-,-,-,-,-
Myo-inositol 1-phosphate,+H,-,191.37108,-,18.59026,-,-,-,-,-,-,-,-
Myo-inositol 1-phosphate,+Na,-,95.36327,-,62.207592,-,35.965546,-,-,-,-,-,-
Myo-inositol 1-phosphate,+K,-,252.26077,-,223.68845,-,-,-,-,-,-,-,-
Myo-inositol 1-phosphate,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
Myo-inositol 1-phosphate,-H,153906.53,672.6831,-,65.79824,137.22621,-,112.72583,-,-,3683.8665,-,224.1988
Myo-inositol 1-phosphate,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
Myo-inositol 1-phosphate,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
N-Acetylaspartic acid,+H,-,4490.096,50.635952,520.97107,-,23.066303,855.54376,-,-,-,-,443.86722
N-Acetylaspartic acid,+Na,-,3600.1482,460.0071,1270.0852,800.63153,157.60135,3460.044,-,-,-,-,3562.6047
N-Acetylaspartic acid,+K,-,3729.8489,-,227.0156,40.952385,25.022034,311.5246,-,-,-,-,587.27515
N-Acetylaspartic acid,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
N-Acetylaspartic acid,-H,278552.0,7086.804,1614.5999,464.10037,45739.227,1396.3196,2331.2686,3002.9966,-,26003.5,-,37246.99
N-Acetylaspartic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
N-Acetylaspartic acid,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
N-Acetylaspartylglutamic acid,+H,-,2085.4304,114.82958,441.22693,-,143.21803,903.33466,-,-,-,-,-
N-Acetylaspartylglutamic acid,+Na,5143.1875,88377.57,10287.015,37807.625,13573.324,5987.512,68956.625,-,1777.0566,32028.297,-,11487.852
N-Acetylaspartylglutamic acid,+K,51.30431,1617.0803,135.09605,1934.497,-,-,2416.0725,-,-,-,-,1380.1229
N-Acetylaspartylglutamic acid,[M]+,-,-,-,-,-,X,-,-,-,-,-,-
N-Acetylaspartylglutamic acid,-H,27795.162,1291.3903,222.2019,192.6587,18546.785,1371.0328,612.0834,-,357.5063,41235.234,-,1284.7194
N-Acetylaspartylglutamic acid,+Cl,-,-,-,-,-,-,-,-,-,-,-,-
N-Acetylaspartylglutamic acid,[M]-,-,-,-,-,-,X,-,-,-,-,-,-
N-Acetylgalactosamine 6-phosphate,+H,-,303.40106,-,66.23101,-,-,82.01713,-,-,-,X,-
N-Acetylgalactosamine 6-phosphate,+Na,-,-,26.582281,809.023,-,30.73048,1647.757,-,-,-,-,37.67597
N-Acetylgalactosamine 6-phosphate,+K,-,631.4861,-,594.58636,-,-,276.2151,-,-,-,-,-
N-Acetylgalactosamine 6-phosphate,[M]+,-,-,-,-,-,-,-,-,-,-,-,-
N-Acetylgalactosamine 6-phosphate,-H,30827.717,-,-,32.390163,172.07191,43.382698,34.671246,-,-,12683.119,-,-
N-Acetylgalactosamine 6-phosphate,+Cl,-,-,-,-,-,X,-,-,-,-,-,-
N-Acetylgalactosamine 6-phosphate,[M]-,-,-,-,-,-,-,-,-,-,-,-,-
N-Acetylglucosamine,+H,-,3836.3918,250.19067,899.31165,-,57.224648,1427.9962,-,-,20.664001,-,394.26822
N-Acetylglucosamine,+Na,413.1295,6727.4434,2372.6714,2810.7014,3632.8167,256.15802,7372.66,-,-,6310.088,-,6732.9165
